"","album","title","artist","lyrics"
"287","Born-Again","Keep It Warm","Black Sabbath","Sweet woman are you feeling right?
What was it that you did last night?
You made me crazy, you made me fly
I can't forget the hungry look in your eye
Oh, what's the matter with me?
I'm just a runner, I was born free
Since I met you I can't leave you alone
Leaving now but I'll be coming home I said

Keep it warm rat, the place by your side
Nobody's gonna take away our, our magical ride
Keep it warm for when we talk on the phone
Don't forget will you pretty one that your man, your man is coming home

D'you hear the rumour that's going around?
Say I'm ruined 'cos I've settled down
It's not true, well, maybe half and half
You know I love you but I still like a laugh
Oh, I'm feeling fine, I got it right for the first time
Sweet woman I can't stay for long
Everybody will be proved wrong I said

Keep it warm rat, the place by your side
Nobody's gonna take away our, our magical ride
Keep it warm for when we talk on the phone
Don't forget will you pretty one that your man, your man will be home


Like a gypsy I need to roam
But don't worry I'll be coming home
I need the danger, I need the thrill
I need to know what is over each hill
Oh, I'm a different man, I'm still running but you understand
Since I met you I can't leave you alone
Leaving now but I'll be coming home I said

Keep it warm rat, the place by your side
Nobody's gonna take away our magical ride
Keep it warm rat, walk with your man
Nobody's gonna take away our reason and plans
Keep it warm rat, the place by your side
Nobody's gonna take away our magical ride
Keep it warm for when we talk on the phone
Don't forget will you pretty one that your man, your man is coming home
Your man, man is coming home
Don't forget will you pretty one that your man, your man is coming home
Don't forget will you pretty one, don't forget will you pretty one
Don't forget will you pretty one, don't forget will you pretty one
Don't forget will you pretty one, don't forget will you pretty one..."
"288","Born-Again","The Fallen","Black Sabbath","I'm turning around and around
I'm falling down and there is no sound
I said, ""Fear grips my mind""
Tears will make me blind

I'm trapped in a falling dream
Alone with a silent scream
Tumbling through dead of night
I'm falling right out of sight

I'm flying in water, it's all around
I'm falling slowly through the ground
Eagles nest nearby
Deep in my sky

I'm trapped in a falling dream
Alone with a silent scream
Tumbling through dead of night
I'm falling right out of sight

I'm reaching out in the darkness
I'm trying to reach for your hand
But every time I get near you
You're gone and I don't understand
You know I'm falling, I'm falling
It's dark and I'm blind
Oh yes, I'm falling, I'm falling
Oh, oh, oh
Oh hahaha


It's nighttime, the nighttime, the day
Oh, life goes on in this rain
It keeps me from flying
Leads me to die

Trapped in a falling dream
Alone with a silent scream
I'm tumbling through dead of night
I'm falling right out of sight

I'm dead if I hit the ground"
"289","Seventh-Star","In for the Kill","Black Sabbath","Thunder shattered the dawn
Raging with fury, the king has come
The power of terror will reign
There is no mercy in pleading

In for the kill, no quarter be shown
Live for the thrill of battle alone
Blessed by the will to die for the throne
In for the kill
In for the kill

Freedom is taken by storm
Blood on his hands is still running warm
The power of terror will reign
There is no mercy in pleading

In for the kill, no quarter be shown
Live for the thrill of battle alone
Blessed by the will to die for the throne
In for the kill
For the kill


In for the kill, no quarter be shown
Live for the thrill of battle alone
Blessed by the will to die for the throne
In for the kill
In for the kill


Thunder shattered the dawn
Raging with fury, the king has come
Death and destruction riding the storm
Blood on his hands still running warm
In for the kill
The king has come"
"290","Seventh-Star","No Stranger to Love","Black Sabbath","Cold is the night
Lonely till dawn
Cry for the light
For the love that won't come
You said that you'd never
Leave me alone

I gave you my heart
You cried for my soul
An Angel won't come
This Devil won't go
Something is wrong
I just can't get away

Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love?
Living on the street, I'm no stranger to love
I'm a stranger in your arms
Yes, I'm a stranger in your arms

Maybe it's right
But I just can't understand
The hurt that I feel
For my love second hand
I know I should leave
But I just can't walk away

Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love?
Living on the street, I'm no stranger to love
I'm a stranger in your arms
Oh yes, I'm a stranger in your arms


Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love?
Living on the street, I'm no stranger to love
I'm a stranger in your arms
Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love?
Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love?
Living on the street, I'm no stranger to love…"
"291","Seventh-Star","Turn to Stone","Black Sabbath","She came from the past
She was never meant to last
Her destiny was fatal from the start
A messenger from Hell
She cast a deadly spell
On all of those who dare to cross her heart

Ain't no use in you trying to run
Fate has taken its toll
Just one look and the damage is done
Burn your eyes
Turn your heart into stone

History foretold of a circle cast in gold
An evil seed of power sealed within
But fate has lent a hand
Destroyed the golden band
And freed her soul to wash the land with sin

Ain't no use in you trying to run
Fate has taken its toll
Just one look and the damage is done
Burn your eyes
Turn your heart into stone


She cast a deadly spell
She put a spell on you
She got evil in her heart
She'll turn your heart into stone
Turn, turn into stone
You can never win
Turn into stone
Turn, turn
She put a spell on you
Turn into stone..."
"292","Seventh-Star","Sphinx (The Guardian)","Black Sabbath",""
"293","Seventh-Star","Seventh Star","Black Sabbath","There's a vision in the sands
Rising from the ancient past
Crying, ""Let my spirit go""
Lead my burning soul to rest

Hear the sound of distant ages
It's the call of the seventh star
The call of the seventh star

There's no shelter from the heat
There's no mercy from this land
Hear a thousand chanting souls
Waiting judgement from God's hand

Hear the sound of distant ages
It's the call of the seventh star
The call of the seventh star
Hear the sound of fallen angels
It's the call of the seventh star
The call of the seventh star


The pyramids will fall
Turn to dust before the sun
And the star will rise again
Until destiny is done

Hear the sound of distant ages
It's the call of the seventh star
The call of the seventh star
Hear the sound of fallen angels
It's the call of the seventh star
The call of the seventh star
The call of the seventh star
The call of the seventh star"
"294","Seventh-Star","Danger Zone","Black Sabbath","Midnight, something don't feel right
It's been too much, too far away from home
Hard life, living the hard life
I can't resist, I'm falling to the danger zone

All day long I'm pushed and shoved
I just can't get enough
In the danger zone

Red light, don't stop for no red light
You know I'm always trouble on my own
Lonely, ever so lonely
I've got too much time, I'm heading for the danger zone

All day long I'm pushed and shoved
I just can't get enough
In the danger zone

I'm eager, eager to please
I can't stand no more
It's got me on my knees


Ain't gonna feel no hurt
Ain't gonna feel no pain
I got nothin' left to lose
I ain't got no shame
Don't try to stop me, just leave me on my own
I'm gonna live or die in the danger zone

I'm living in the danger zone
In the danger zone
Hard life, I'm living the hard life
I'm gonna take a chance in the danger zone
Lonely, ever so lonely
I'm gonna live or die in the danger zone
Midnight, can't wait until midnight
Help me I'm falling to the danger zone..."
"295","Seventh-Star","Heart Like a Wheel","Black Sabbath","In these days of confusion
You've turned angry and cold
You say it's an illusion
There's no fire in your soul

You say you don't love me
You say you don't care
But don't leave me standing here
Don't leave me standing here

Your heart's like a wheel just waiting to roll
It's longing for freedom to get out on the road
You're hungry for something
That you will never find
So many reasons
Your love has made you blind

You say you don't love me
You say you don't care
So don't leave me standing here
Don't leave me standing here
No, no, no, no, no, no, no, no, no


You say you don't love me
You say you don't care
Don't leave me
Don't leave me standing here
No, no, no, no, no, no, no, no, no, no, no
Don't you leave me standing here

Life ain't been easy
Full of passion and pain
Told me no reason
Why I was to blame


Don't leave me standing
Don't leave me standing
Don't leave me standing on my own"
"296","Seventh-Star","Angry Heart","Black Sabbath","I still remember how it used to be
I thought the only thing that mattered was me
You always told me it was just insane
To feel such joy while others feel pain
And there's no way to change this angry heart
'Cause when love goes, it will tear you apart

And it's been this way since time began
It's a desperate search for a promised land
And the years slip by like so much sand

So many people who are dying to live
It tortures my heart, they've got so much to give
I never saw it as a battle before
To win the fight, there has to be more
And there's no way to change this angry heart
'Cause all these fears will tear you apart

And it's been this way since time began
It's an endless journey, it's the fate of man
To live each day and never understand
Yes, it's been this way since time began
It's the desperate search for the master plan
And the years slip by like water through your hands"
"297","Seventh-Star","In Memory...","Black Sabbath","No one told me the way I should feel
You left an aching heart
Lost and lonely, the feeling goes on
You were the one friend I had
You gave me so much love
Now the tears remind me you're gone

It still haunts me
There's a silence where you used to be
It still haunts me
Just an empty space in history
It still haunts me
But life must go on
On and on and on

It's still haunting me, yeah
It's still haunting me
Haunting me, haunting me
It's still haunting me"
"298","Cross-Purposes","I Witness","Black Sabbath","Across the desert of the burning dark
A darkness which illuminates you
There's a place you've always wanted to be
Whose pleasures always did escape you
It's always been so out of reach
Nothing so near ever felt so far, uh huh
And now it's here within your grasp
A never-ending burning says it all

As you drive into the darkness
In front the future, behind you history, oh
Caught alone in the dark night
Do you think that's the way it's supposed to be?
You don't believe your eyes
'Cause all they see is lies, oh yeah

You better run from the holy man
The eyes that will are set upon you
Listen not to verse and prayer
Songs that thrill and voices tempt you, uh huh
The inner flame has fear of death
Never has light ever seemed so dark
Pilgrims of sabbocracy
Hear the hounds of heaven as they bark

As you drive into the darkness
In front the future, behind you history, oh
Caught alone in the dark night
Do you think that's the way it's supposed to be?
You don't believe your eyes
'Cause all they see is lies

I witness a time and a place that never dies
Still frozen in time
This darkness, the only place that I can hide
I witness a dream


As you drive into the darkness
In front the future, behind you history
Caught alone in the dark night
Do you think that's the way it's supposed to be?
You don't believe your eyes
And all you see is lies, oh yeah

I witness a time and a place that never dies
Still frozen in time
This darkness, the only place that I can hide
I witness a dream
I witness a time and a place that never dies
Still frozen in time
This darkness, the only place that I can hide
I witness a dream
Whoa, just a dream"
"299","Cross-Purposes","Cross of Thorns","Black Sabbath","Don't come closer, 'cause it ain't safe here
Just turn around now and walk away
I gotta tell you, there are no rules here
Sometimes I wonder, what goes on there
Behind those eyes

When a promise is broken and no-one trusts you
And young ones cryin' with their heads in their hands
When you talk about saving the souls of the faithful
You can't help thinking you've got blood on your hands
From a cross of thorns
Cross of thorns

Tongues of fire, always talking
Wasted words that ring in my ears
We're still waiting, losing patience
With all the lies of four hundred years
I got to tell you, there are no rules here
Sometimes I wonder, what goes on there
Behind those eyes

When a promise is broken and no-one trusts you
And young ones cryin' with their heads in their hands
When you talk about saving the souls of the faithful
You can't help thinking you've got blood on your hands

We gave you yesterday and now you want today
Oh, from the hands of death, we take our daily bread
Now all we do is choke
And the words that you once spoke fade away
Fade away
Look at what you've done
It's a cross of thorns
Cross of thorns


Take away, oh
This cross of thorns
Look at what you've done
Whoa, look at what you've done
It's a cross of thorns
When a promise is broken and no-one trusts you
You've got blood on your hands from a cross of thorns"
"300","Cross-Purposes","Psychophobia","Black Sabbath","Mortal eyes, looking through a veil of dreams
Hypnotized, an ever living soul with wings
Think you're God, but you never had control
Think you're loved, but there's no-one there at all

My colours all run dry
And now I see the world in black and white
It's too late now
It's time to kiss the rainbow goodbye

Poison tears running from a palsied face
Satan nears, descending on the human race
The new God, don't you wish had control?
Think you're loved, but there's no-one there at all

My colours all run dry
And now I see the world in black and white
It's too late now
It's time to kiss the rainbow goodbye

Listen to the wind, hear the gospel blow
Tell me that you don't hear what I'm hearing and I will let you go
Look up to the sky, put your trust in me
Tell me that you ain't feelin' what I'm feelin' and I will set you free
Alright

Look into the flame, see the embers glow
Tell me that you don't see what I'm seein' and I will let you go
Taste the holy blood, runnin' from my veins
Tell me that you don't feel what I'm feelin' and I'll take away the pain

Yes I will now, oh, yes I will
Oh, it's time to kiss the rainbow goodbye"
"301","Cross-Purposes","Virtual Death","Black Sabbath","Reach out and take for me fruit of the poison tree
Give me your body and your soul
My youth is fading fast, years melt into the past
This mortal life will take its toll

I'm sick and tired of losing
You find this so amusing
It's all I have to keep myself in this state I'm in

This spark of nature's fire, my only one desire
This world is hanging by a thread

I'm sick and tired of losing
You find this so amusing
It's all I have to keep myself in this state I'm in

People always tried to change me
Alter everything I am
So many faces staring in on me
You left me in this state I'm in
Virtual death

You may think this existence is just a human weakness
Inside my mind it's near the end

Virtual death

I'm losing, I'm fading fast
I'm dying, virtual death
I'm floating, I'm fading fast
I'm dying, virtual death"
"302","Cross-Purposes","Immaculate Deception","Black Sabbath","In the daylight comes darkness
On the verge of night, a fear is born
Sweeter than the dream, the reality of you

Immaculate deception
Deception

From the spirit runs poison
And the wheel of fortune is ever still
Sweeter than the light, the darkness of your soul

Immaculate deception
Deception

Something has touched the spirit inside
Once there was love, now there's a void
Nights of deception, ghosts in my mind
Am I bewitched? Slave to desire
It's knowing that time keeps rolling on
Night after day, day after night
It's knowing that feeling of coming home
To where my spirit lies


It's knowing that feeling of coming home
To where my spirit lies"
"303","Cross-Purposes","Dying for Love","Black Sabbath","Can you hear the people sing their songs?
To tunes of glory, they move as one
Refugees of liberation marching on
Sing your songs, rock the nation, right the wrongs

When you take a life and steal its shadow
All that's left is humanity

It's gettin' closer and change is bound to come
There's someone out there, holding candles to the sun
Then an answer says that peace will come around
Stand in line, take your time and be proud

You take a life and steal its shadow
All that's left is humanity, yeah
Take a man and steal tomorrow
All that's left is you and me, oh yeah

Hear them call you
Soldiers all in the field of love
Brothers, sisters
Children all dying for love


Refugees of liberation marching on
Sing your songs, rock the nation, right the wrongs

Take a life and steal its shadow
All that's left is humanity, oh
Take a man and steal tomorrow
All that's left is you and me, oh yeah

Hear them call you, dying for love
Those who know you, dying for love
Brothers, sisters, dying for love
Saints and sinners, dying for love
Dying for love
Dying for love..."
"304","Cross-Purposes","Back to Eden","Black Sabbath","We are the star demons reaching out, yeah
We wanna touch your world
We are the dream makers, pure and sweet, yeah
We're gonna change your world

When you're tired of giving reasons
And freedom fighting freedom
If you're searching for an answer
We can take you back to Eden

There's no need for pain and anger
The power of peace can destroy the gun
Leave behind man's vanity, yeah
And living life on the run

When you're tired of giving reasons
Always fighting for your freedom
If you're searching for an answer
We can take you back to Eden


Is God forgiving? Is this the final warning?
Watching as the killer turns
Science fiction, real life addiction
The human race will never learn

When you're tired of giving reasons
And freedom fighting freedom
If you're searching for an answer
We can bring you back to Eden


Back to Eden
Back to Eden
Back to Eden
Gonna bring you back"
"305","Cross-Purposes","The Hand That Rocks the Cradle","Black Sabbath","Young life, too young
Whose eyes are choking
Can't rest, can't sleep
For dreams that set you falling
Don't feel the hunger
Can't drink no holy water
No light in these eyes
No place for dreams at all tonight

When the hand that rocks the cradle
Is the hand that holds the knife
And the knife that cuts the cable
Kills the spark that feeds the life

No grave could be deep enough
Down to Hell if we were able
The veil of life was pushed aside
By the hand that rocks the cradle

The oath you take is sacred
To save, not steal a life
Like the ending of the sweetest soul
That looked through human eyes

No grave could be deep enough
Down to Hell if we were able
The veil of life was pushed aside
By the hand that rocks the cradle, yeah

Young life, too young
Whose eyes are choking
Can't rest, can't sleep
For dreams that set you falling
Don't feel the hunger
Can't drink no holy water
No light in these eyes
No place for dreams at all tonight


Yeah
Yeah
Oh yeah

It's the hand that rocks the cradle
It's the hand that steals the life
It's the hand that rocks the cradle
It's the hand that steals the life..."
"306","Cross-Purposes","Cardinal Sin","Black Sabbath","Where do you go when your conscience takes over?
Do you crawl to your corner and cry?
Did you imagine that no-one would notice?
Just a secret to take when you die
All the world is watching you
Every tongue is screaming, ""Sinner!""

How are your dreams? Do they claw at your sleep?
Making darkness a place you despise
Where is the God that once was your strength?
Are you sure he was there from the start?
All the world is watching you
Nowhere you can hide
Every tongue is screaming
Only Satan hears your cries

When you sin, Cardinal Sin
You make your bed and on it you must lie, you must lie
And your future's looking grim
But did you ever give a damn about the child? He's running wild
When you sin, Cardinal Sin
Don't expect the world will treat you well
Do you think that God will forgive you of your sins now?
Will you need to sell your soul?


We point the finger, sin, Cardinal Sin
Laugh in your face, sin, Cardinal Sin
We point the finger, laugh in your face
'Cause you're no better than the rest of the human race
Oh, sin, Cardinal Sin
Oh, sin, Cardinal Sin"
"307","Cross-Purposes","Evil Eye","Black Sabbath","Something about the way that you look on me
You watch every move, every word, every fantasy
Got no time for love, something on your mind
Got the face of an angel but the stare from a devil inside

I got Hell looking up, Heaven looking down
People say the woman's got an evil eye
I got Hell looking up, Heaven's looking down
Free me from the woman with the evil eye


I turn away but still I see your evil stare
Trapped inside my dreams, I know you're there
Thoughts of happiness, you destroyed them all
First inside my head then inside my soul

I got Hell looking up, I got Heaven looking down
People say the woman's got an evil eye
I got Hell looking up, Heaven looking down
Free me from the woman with the evil eye
Evil eye, evil eye, evil eye


Oh, here you are, son, right here
Burning trees, am I dead?
Ooh, I'm floating in space and time
These thoughts they can't be mine

I got Hell looking up, Heaven looking down
People say the woman's got an evil eye
I got Hell looking up, Heaven looking down
Free me from the power of the evil eye
Evil eye, oh
Evil, evil eye, oh

Evil eye, it's the evil eye
Evil eye, it's the evil eye
Evil eye, it's the evil eye, yeah
Evil eye, it's evil
Ooh, it's evil
Yes, it's evil, yeah, yeah, oh
You gotta set me free
You've gotta let me be
Gotta "
"308","Cross-Purposes","What’s the Use?","Black Sabbath","What's the use of paradise
When everyday of livin' they spent learning every sin in Hell?
What's the point of children when the evil come before them?
They learn in every tale we tell

There's no point in being kind
What's the use when love becomes an evil of the mind?
Oh yeah

What's the use of power when the balance isn't equal
And we're all too scared to use it anyway?
What's the point of reason when no-one wants to listen?
Deliverance is all too far away

There's no point in being kind
What's the use when love becomes an evil of the mind?
Ooh, what's the use?


There's no point in being kind
What's the use when love becomes an evil of the mind?
Ooh, what's the use? Tell me
Ooh, what's the use?

What's the use?
Love becomes an evil of the mind
What's the use?
Love becomes an evil of the mind
What's the use?
What's the use?
What's the use?
 Heaven"
"309","Forbidden","The Illusion of Power","Black Sabbath","What is it that turns you on to the illusion of power?
This thing that grabs you by the heart and makes you want to tear things down
There is no reason why I should need all this power
But if you cross me now, I'm gonna tear your whole world down

Illusion of power
Things that I feel seem so real
Illusion of power

I can't get the emotional thing straight in my head
Everything I love dies too soon or is already dead
Don't stand too close, I spit and breathe fire
Anything I've got now you cannot desire
You wanna be my friend, I promise you nothing
Nothing I can give you, nothing I can do for you
I'm being chased by the sins of my past and it's killing me now
Killing me now

Illusion of power
Things that I feel seem so real
Illusion of power
Illusion of power
It's already set, signed and sealed
Illusion of power

Powerful, who are you fooling?
You're caught in a complex catacomb of your own inadequacies and pitiful weaknesses
Your soul secretes insecurity
So you live on the reflection side of the mirror
You're terrified of true power, you fear me

I can tell you stories of my shaded past
And I can drag you down into the depths of my soul

Illusion of power
Things that I feel seem so real
Illusion of power
Illusion of power
It's already set, signed and sealed
Illusion of power

Why don't you come closer?
Promise a story I will tell, yeah
I'll save you from your dreams, yeah
Save you from your dreams
It's illusion
Just an illusion
Illusion
Just an illusion"
"310","Forbidden","Get a Grip","Black Sabbath","I see it on the TV, it's playing on my mind
Everything I see has got something to do with killing my brother
Just another mind game? Or maybe it's a sign
When the child with a gun holds it up to the head of his brother

Well that ain't nice
Gotta get a grip, gotta get a hold on life
Gotta get a grip 'cause you're gonna slip, yeah

Somebody tell me, where did we lose?
Where's the point that we lost the control to live with each other?
Mister politician, searching for a lie
What's the truth? Will the youth find the proof for a revolution?

'Cause that ain't nice
Gotta get a grip, gotta get a hold on life
Gotta get a grip 'cause you're gonna slip on ice
Gotta get a grip, gotta get a hold on life
Gotta get a grip 'cause you're gonna slip

Gotta get a hold on the situation, gotta get you into my life
Gotta get a hold and get it moving
I can't tell you what you need to know
It's up to you, oh yeah


That ain't nice
Gotta get a grip, gotta get a hold on life
Gotta get a grip 'cause you're gonna slip on ice
Gotta get a grip, gotta get a hold on life
Gotta get a grip 'cause you're gonna slip

Gotta get a hold on the situation, gotta get a hold on life
Gotta get a grip and get it moving
I can't tell you what you need to know
It's up to you, oh yeah


Here we go
Don't your blood run cold? Don't the sorrow show?
Hold on tight to what you have
See it in your eyes, don't it make you cry?
Get a grip and shake the can
Get a grip, yeah, get a grip, yeah, get a grip, yeah
Get a grip, get a grip, get a grip, get a grip, get a hold
Get a grip on life, get a grip on life, get a grip on life
Yeah get a grip"
"311","Forbidden","Can't Get Close Enough",NA,NA
"312","Forbidden","Shaking Off the Chains","Black Sabbath","Is life everything you want it to be?
Does it give you everything that you need?
Does it live up to your expectations?
Are you ready for the celebrations?

This is not for the weak of mind
Are you sure that you're my kind?
Do you want to be part of me?
Are you sure that you can really see?

Are you chained to a life you don't want?
Is it hard for you to find a way out?
Can you live without the love that you need?
Are you sure that what you have is so real?

This is not for the weak of mind
Are you sure that you're my kind?
Do you want to be part of me?
Are you sure that you can really see?

All of your life, they try to take your cover
Turn you into another and make you change your name
When you fall, it's up to you to recover
You can't depend on another to help you with the pain, yeah

I'm shaking off the chains
I'm shaking off the chains

This is not for the weak of mind
Are you sure that you're my kind?
Do you want to be part of me?
Are you sure that you can really see?

In the night, you say that things are falling
People always calling, calling out your name
What do you know, a face appears at the window
Tapping on that window, the window of your soul

I'm shaking off the chains
I'm tired of all the pain
I'm shaking off the chains
Let me live again
Shaking off the chains
Shaking off the chains"
"313","Forbidden","I Won’t Cry for You","Black Sabbath","So you lie awake and think about tomorrow
And you try to justify the things you've done
But there's no-one here to hear your tears falling
When you turn around, you find out that you're the lonely one

And it feels like someone's treading on your shadow
And you always thought that Heaven knows for sure
And it feels like you're drowning in your tears

So I won't cry for you
No, I ain't gonna die for you
And I ain't gonna lie for you
No, I ain't gonna cry for you
Ain't gonna cry for you

So you lie awake and think about the sorrow
Does it really still the fears in your mind?
And you try to realise the things you've wanted
But you take it all for granted and now it makes you blind

And it feels like someone's treading on your shadow
And you always thought that Heaven knows for sure
And it feels like you're drowning in your tears

So I ain't gonna cry for you
No, I ain't gonna die for you
And I ain't gonna lie for you
Oh, I ain't gonna cry for you
I ain't gonna cry


I ain't gonna cry for you
I ain't gonna cry

So I ain't gonna cry for you
No, I ain't gonna die for you
No, I ain't gonna lie for you
No, I ain't gonna cry for you

Ain't gonna cry
Ain't gonna cry for you no more
Ain't gonna die
I ain't gonna die for you no more
I ain't gonna lie
I ain't gonna lie for you no more
Ain't gonna cry
I ain't gonna cry for you no more"
"314","Forbidden","Guilty as Hell","Black Sabbath","Step back and look at you and tell me that is what you want to be
You realise that what you're seeing is a replica of me

Inside my world is pretty grim that even I can't survive in
I wouldn't try 'cause I know you

Deep inside you know you're guilty as Hell
Deep inside you know you're guilty as Hell

You realise that what you see is just a replica of me
Only me

Oh, it makes no difference if you're the only one
It doesn't matter when all is said and done
Gonna feel the shame, God will put the blame on you
Oh yeah

If I was you, if I was you, I'd wanna see
I'd wanna see inside my head
I'd wanna know if I was fucking dead
I'd wanna know what's going on
Someone tell me the truth

There's no fear in a fallen angel
There's no love in a heart made of stone
There's no truth in a heart that is screaming
Deep inside, you're as guilty as Hell
There's no fear in a fallen angel
There's no love in a heart made of stone
There's no truth in a heart that is screaming
Deep inside, you're as guilty as Hell
You're guilty"
"315","Forbidden","Sick and Tired","Black Sabbath","Got no time to be on the run
Got no holes in my shoes
You're the reason all my friends have gone
But I won't run from you


So many promises and you broke them all
Oh, I'll forgive but I can't forget
You know you're a fake but I just can't take no more
'Cause I'm tired of it

I'm so tired, so tired
Sick and tired of it all
I'm so tired, sick and tired
I'm so tired, sick and tired of it all, yeah


You turn the truth then you turn your back
You're a victim of yourself
The hate remains, the hurtin' still exists
I'm so tired of it all

I'm so tired, sick and tired
So damn tired, sick and tired of it all, oh yeah
I'm so tired, I'm sick and tired of it all"
"316","Forbidden","Rusty Angels","Black Sabbath","They say you came from Heaven but I know that's not the truth
'Cause I don't think an angel could look anything like you
Your eyes are made from sapphires and your heart is made from stone
You gotta be the closest thing to hate I've ever known
And if I didn't know better, I'd say you had come alone to the party
Oh yeah

The light is always shining but you swear that it's gone black
The tide is always turning but you're never looking back
If I didn't know better, I'd say times were pretty bad

Because rusty angels, they can't fly
Rusty angels gonna die, yeah
Rusty angels, they can't fly
Rusty angels gonna die
Gonna die

The gifts you bring are fire and your dreams, they turned to dust
Your flying days are over and your wings have turned to rust
If I didn't know better, I'd say all you had is lost

Because rusty angels, they can't fly
Rusty angels gonna die, yeah
Rusty angels, they can't fly
Rusty angels gonna die
Gonna die

If you swallow just a little pride
You might find a little love inside
Open up and let somebody in
'Cause if you need somebody, you know it's not a sin


Rusty angels, they can't fly
Rusty angels gonna die, yeah
Rusty angels, they can't fly, no
Rusty angels gonna die
Gonna die, yeah
You can't fly, oh no
Gonna die, oh yeah
You can't fly, oh no"
"317","Forbidden","Forbidden","Black Sabbath","If I had to live again, I'd change everything
'Cause everything I do, you know that I can't win
You say it isn't right but you say it isn't wrong
How the Hell am I supposed to please everyone?

Tell me what it is that I'm supposed to do, yeah
I ain't here for everybody but I am here for you
You said it isn't right but you said it isn't wrong
Wish somebody could tell me what it is that I've done wrong

Best things in life aren't given, these things ain't for you and me
Every time you shout, ""Forbidden,"" makes me wonder what you see
Best things in life aren't given, these things ain't for you and me
Every time you shout, ""Forbidden,"" makes me wonder what you see

You know it's gonna get you now
And you know it starts to bring you down

Tell me what it is that I'm supposed to do, yeah
I ain't here for everybody but I am here for you
It seems I have to fight for all the things I want
Wish somebody could tell me what it is that I've done wrong

Best things in life aren't given, these things ain't for you and me
Every time you shout, ""Forbidden,"" makes me wonder what you see
The best things in life aren't given, these things ain't for you and me
Every time you shout, ""Forbidden,"" makes me wonder what you see

Ugh
It's forbidden


The best things in life aren't given, these things ain't for you and me
Every time you shout, ""Forbidden,"" makes me wonder what you see
Best things in life aren't given, these things ain't for you and me
Every time you shout, ""Forbidden,"" makes me wonder what you see

Ugh
Makes me wonder what you see, yeah"
"318","Forbidden","Kiss of Death","Black Sabbath","This is no ordinary soul that you're destroying
Just another life that drifts along with the sands of time
We tried to show you on your way, but still
You cannot see, you're hurting me
You told too many lies and so it ends, yeah

You tried to touch me but then I knew your plan
You tried to take my world away, oh no
Now I see it, it's as clear as day
No, you'll never stand a chance
Oh no, you'll never stand a chance

You tried to lead me to the land where you keep your lies
But I've seen this road before, oh yeah
There is no reason why I should listen now
No, you'll never stand a chance
Oh no, you'll never stand a chance

So many people tried before
But still I came through stronger than before
Someone like you could never get through my door no more

Nothing you can do will hurt me
I am indestructible
Nothing you can do will hurt me
I am indestructible, yeah

Every lie that you tell, you get closer
Closer to the edge of the cauldron and into the fire, yeah
Every life you destroy will return
It will come back and haunt you forever and ever

Nothing you can do will hurt me
I am indestructible
Nothing you can do will hurt me
I am indestructible, yeah

This is no ordinary soul that you're destroying
Just another life that drifts along with the sands of time"
"319","Forbidden","Loser Gets It All","Black Sabbath","It's a loaded dice that you throw this time
If you turn the ace, it'll turn out fine
When you spin the wheel and you get your call
South of the line, well the loser gets it all

One too many days, one too many nights
You cried too many tears, had too many fights
And you know it's a bad time, bad time to lose

Every face you see has those staring eyes
Every passing glance makes you realise
And you know it's a bad time, bad time to lose


God knows there's no good time

Too many days and too many nights
You cried too many tears, had too many fights
And you know it's a bad time, bad time to lose
Yeah, yeah, bad time to lose
Bad time to lose
Bad time to lose"
"320","13","End of the Beginning","Black Sabbath","Is this the end of the beginning?
Or the beginning of the end?
Losing control or are you winning?
Is your life real or just pretend?
Reanimation of the sequence
Rewinds the future to the past
To find the source of the solution
The system has to be recast

Release your mind
Fast forward to the secrets of your code
Your life's on overload
Delete or save
The units that make you an entity
That's your identity
If you don't know which way to go
You might be lost and confused
A second chance your time to lose
Regeneration of your cyber sonic soul
Transforming time and space beyond control
Rise up, resist, and be the master of your fate
Don't look badly for today, tomorrow is too late


You don't wanna be a robot ghost
Occupied inside the human host
Analyzed and cloned relentlessly
Synthesized until they set you free
Alright, okay, alright
'Til they set you free
Alright, okay
'Til they set you free


I don't wanna see you, yeah
I don't wanna see you, yeah"
